,sentiments,user,tweet,hashtag,player
9960,NEGATIVE,MissSwissRolls,"💥 @CircleNetflix is back &amp; look who I ran into!!! The 1 &amp; only @Terilisha 💙 Dope spirit! #baddie #throwbackthursday 

#Terilisha #MissSwissRolls #TheCircle #Dallas #Dfw #boss #BossBabes https://t.co/76QSWJ23xB","['baddie', 'throwbackthursday', 'Terilisha', 'MissSwissRolls', 'TheCircle', 'Dallas', 'Dfw', 'boss', 'BossBabes']",set()
9961,NEGATIVE,XianMeijo,"Unpopular opinion or maybe not but at this point
Carol/John &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; Alyssa and Yu Ling #TheCircle
I hope they’ll be send home before he does",['TheCircle'],"{'playertwo', 'playerf'}"
9962,POSITIVE,decider,Alex/Nathan just may be the best catfish in #TheCircle history — or he's at least the luckiest. https://t.co/wScKTUsKV4 https://t.co/aO19QMuaM1,['TheCircle'],set()
9963,NEGATIVE,crybabyshxtpost,Had to turn off #TheCircle for #RHOBH last night.. dying to know if they find out who the spice girls are,"['TheCircle', 'RHOBH']",{'playereight'}
9964,NEGATIVE,ScrawnyRhino,He’s drinking out of a fish vase like it’s a cup lmao Eversen is killing me 💀 #TheCircleNetflix #TheCircle https://t.co/QghD7wqzUz,"['TheCircleNetflix', 'TheCircle']",set()
9965,NEGATIVE,ScrawnyRhino,Not the real Trevor coming in to play as a catfish #TheCircle #TheCircleNetflix,"['TheCircle', 'TheCircleNetflix']",set()
9966,NEGATIVE,ScrawnyRhino,Not this man putting him dressed as Prince as one of his profile pics 😂#TheCircle #TheCircleNetflix,"['TheCircle', 'TheCircleNetflix']",set()
9967,POSITIVE,makeemsay_yae,"Frank playing it how he should, secured Yu Ling and Rachel. Now look at the switch up 👏🏾 #TheCircle",['TheCircle'],"{'playertwo', 'playeron'}"
9968,POSITIVE,XianMeijo,Yu Ling talking bs nonstop so confidently after she blocked Crissa doesn’t sit right with me. She’s getting on my nerves each minute more #TheCircle #TheCircleNetflix,"['TheCircle', 'TheCircleNetflix']","{'playertwo', 'playerthr'}"
9969,NEGATIVE,sa_certi,How can you block Chrissa #TheCircle  literally pure vibes,['TheCircle'],set()
9970,NEGATIVE,XianMeijo,"Alyssa and Yu Ling were both threatened by Crissa’s mesmerizing beauty, there’s no other explanation…I could spot the ass burn burning them alive each second they mentioned Crissa 🤡😂
#TheCircleNetflix #TheCircle","['TheCircleNetflix', 'TheCircle']","{'playertwo', 'playerf', 'playerthr'}"
9971,NEGATIVE,ScrawnyRhino,Just so everyone knows I’m gonna be mad about this blocked for the next 3-5 business days #TheCircleNetflix #TheCircle,"['TheCircleNetflix', 'TheCircle']",set()
9972,NEGATIVE,FuckeryYouHoes,I hope Yu Ling and Alyssa lost no cap cause they had no business bothering Crissa like that #TheCircle,['TheCircle'],"{'playertwo', 'playerf', 'playerthr'}"
9973,NEGATIVE,vendettaskam,Yu-Ling??? why didn’t she pick Bru or Alyssa? She just messed up her alliance a little #TheCircle,['TheCircle'],{'playersix'}
9974,NEGATIVE,MYMAINTHlNG,"how u gonna be threatened by #mommacarol 😭😭 it would have been best to see alyssa go home, especially after all them receipts shes been taking 😂😂👎🏼 #thecircle #TheCircleNetflix","['mommacarol', 'thecircle', 'TheCircleNetflix']",{'playerf'}
9975,NEGATIVE,ScrawnyRhino,Should’ve blocked Carol/John #TheCircle #TheCircleNetflix,"['TheCircle', 'TheCircleNetflix']",set()
9976,NEGATIVE,ScrawnyRhino,"Alyssa so fake. Girl, you don’t feel bad at all about blocking Crissa #TheCircle #TheCircleNetflix","['TheCircle', 'TheCircleNetflix']","{'playerf', 'playerthr'}"
9977,NEGATIVE,vendettaskam,Frank getting protection…yall should be scared!! he’s gonna sweep through this game #TheCircle,['TheCircle'],{'playeron'}
9978,NEGATIVE,strawfaeerie,"Yu Ling switched up so fast after eliminating Crissa. Girl, you made that choice like 2 seconds ago. LMAO #TheCircle",['TheCircle'],{'playertwo'}
9979,NEGATIVE,ohGodJAMnit,"""I got eaten out on a trampoline"" someone on a reality TV game show which makes me wonder if I need to buy a trampoline because I am basically a tramp #thecircle",['thecircle'],set()
9980,NEGATIVE,ScrawnyRhino,This is the absolute worst #TheCircle #TheCircleNetflix https://t.co/0zrgX78XfY,"['TheCircle', 'TheCircleNetflix']",set()
9981,NEGATIVE,TyeTyeee,man the guys on this show get so uncomfortable when the girls talk about sex openly #TheCircle,['TheCircle'],set()
9982,NEGATIVE,inge03373993,Why are Nathan and Rachel immune? They've been pretty long in the circle #thecircle,['thecircle'],{'playerten'}
9983,NEGATIVE,ScrawnyRhino,Not a face to face blocking! #thecircle #thecirclenetflix https://t.co/YAT7yq2B8H,"['thecircle', 'thecirclenetflix']",set()
9984,NEGATIVE,ScrawnyRhino,"If they block Crissa I’m about to be so mad. Literally, catfish carol is right there and you know she’s a catfish so why not take her out #thecircle #TheCircleNetflix","['thecircle', 'TheCircleNetflix']","{'playerfour', 'playerthr'}"
9985,POSITIVE,TellTaleTV_,The Circle goes back to the 90s with three fun-filled episodes loaded with drama and shocking twists. Here’s our recap of #TheCircle Season 4 Episodes 2-4! https://t.co/JYO6MyOddr https://t.co/5KRWDmiiNu,['TheCircle'],set()
9986,NEGATIVE,ScrawnyRhino,This would be me anytime an Alert popped up #TheCircle #TheCircleNetflix https://t.co/xsX6JD4YXh,"['TheCircle', 'TheCircleNetflix']",set()
9987,NEGATIVE,ScrawnyRhino,"Damn, Rachel went in hard for carol/John in her roast #thecircle #TheCircleNetflix","['thecircle', 'TheCircleNetflix']",set()
9988,NEGATIVE,vendettaskam,“Nathan” making up a lie on Alyssa! Yessss gameplay #TheCircle,['TheCircle'],{'playerten'}
9989,NEGATIVE,dontsleeponslee,"You can't tell me my bro don't look like Nathan this season 🤣😂 check em out on our new song ""Nowadays"" #funny  #TheCircleNetflix #TheCircle #Netflix
https://t.co/08yAg22jjf https://t.co/VUGeS4UXS4","['funny', 'TheCircleNetflix', 'TheCircle', 'Netflix']",{'playerten'}
9990,POSITIVE,wolfgirl_82,Alyssa talking to ‘Carol’ who is actually John catfishing as his mum about vaginas is just so much fun. Look at him squirm 🤣🤣🤣 John is in way over his head here. #THECIRCLE https://t.co/OfaEp9tI47,['THECIRCLE'],"{'playerf', 'playerfour'}"
9991,POSITIVE,Shann_Beee,Yo Everson's entrance had me cracking up #TheCircle #TheCircleNetflix,"['TheCircle', 'TheCircleNetflix']",set()
9992,NEGATIVE,its_TOMIWA,"I want to like Alyssa so bad, but I just don’t #TheCircle",['TheCircle'],{'playerf'}
9993,POSITIVE,Shann_Beee,"""A Ghost Hunter,  a Influencer, and a Frank!"" #TheCircleNetflix #TheCircle @MichelleButeau https://t.co/abrKFZN35w","['TheCircleNetflix', 'TheCircle']",set()
9994,NEGATIVE,RobHasApodcast,CIRCLE MESSAGE: we’re back to cover season 4 of #thecircle with @ArmstrongTaran @mattliguori and @survivortragic! 🤩✨ https://t.co/ki8mRtf0oI,['thecircle'],set()
9995,NEGATIVE,chellethrese,I wish frank and terilisha were on the same season #TheCircle,['TheCircle'],{'playeron'}
9996,NEGATIVE,susanloli,ok but if I was in #TheCircleNetflix I would’ve absolutely gone to the under the sea party. 🌊 🧜‍♀️ #TheCircle https://t.co/GJadnXovEr,"['TheCircleNetflix', 'TheCircle']",set()
9997,NEGATIVE,susanloli,I’m surprised that “Carol” choosing to attend a toga party wasn’t a huge red flag that she’s a catfish? #TheCircleNetflix #TheCircle https://t.co/zS0sqe9V0P,"['TheCircleNetflix', 'TheCircle']",{'playerfour'}
9998,POSITIVE,JamaicanDreama,Ohhhhh this season of #TheCircle is the most strategic and messy so far and I love it,['TheCircle'],set()
9999,NEGATIVE,DavidBloomberg,"In the new batch of #TheCircleNetflix episodes, we saw @AWildBriz (Nathan) plotting things out in a not-at-all psycho-looking way with post-its &amp; string. 😬 My latest TikTok examines what all that information tells him: https://t.co/BC6DFgRhxR

#WhyXLost #RHAP #TheCircle","['TheCircleNetflix', 'WhyXLost', 'RHAP', 'TheCircle']",set()
10000,POSITIVE,JennySilver,"Circle! Message!
I don't think I can wait until next week for more #TheCircleNetflix episodes. 😬
#TeamYuLing #TeamFrank #TheCircle","['TheCircleNetflix', 'TeamYuLing', 'TeamFrank', 'TheCircle']",set()
10001,POSITIVE,NickiDonohoe,"On set for @CircleNetflix #usa SO much fun despite the long hours. Very grateful to be meeting so many amazing characters and crew. If you’ve not seen it yet, it’s trending on @netflix ! #thecircle #makeupartist #stylist #spicegirls #netflixusa #thecircleusa  @netflixusa_ https://t.co/iFcHf9oak9","['usa', 'thecircle', 'makeupartist', 'stylist', 'spicegirls', 'netflixusa', 'thecircleusa']",set()
10002,NEGATIVE,Shann_Beee,I'm still #TeamYuLing ❤️- Frank #TheCircleNetflix #TheCircle #BringCrissaBack,"['TeamYuLing', 'TheCircleNetflix', 'TheCircle', 'BringCrissaBack']",{'playeron'}
10003,POSITIVE,Supyro,"I'm shocked ""Nathan"" doesn't know what an eagle is.

Like I never played golf but it's super basic. #TheCircle #4X08","['TheCircle', '4X08']",set()
10004,NEGATIVE,Shann_Beee,Noooooo NOT CRISSA!!! #TeamCrissa #TheCircleNetflix #TheCircle,"['TeamCrissa', 'TheCircleNetflix', 'TheCircle']",set()
10005,NEGATIVE,Supyro,"Alyssa really thinks that only a manipulative person could play chess.
Girl what? 😂 #TheCircle #4X08","['TheCircle', '4X08']","{'playerf', 'playereight'}"
10006,NEGATIVE,Supyro,I am shocked Bru knows about Y2K #TheCircle #4X08,"['TheCircle', '4X08']",{'playersix'}
10007,NEGATIVE,steel_daisies,"I might be the only one, idk, but I really don’t wanna see Alyssa blocked next week. I can’t stand “Carol” and I’ve been ready for her to go. #TheCircle #TheCircleNetflix","['TheCircle', 'TheCircleNetflix']","{'playerf', 'playerfour'}"
10008,POSITIVE,TheTrumpGawd,new season of #thecircle,['thecircle'],set()
10009,POSITIVE,istschonokayso,❤️YU LING❤️ #thecircle,['thecircle'],{'playertwo'}
10010,POSITIVE,onthesublime_,"The show is fun cuz of catfishes.They might lie or play a mastermind strategy but that's what brings the drama n fun. Y'all crying over a person being fake/ strategic,if it didn't exist,we'd be watchin boring chats of ""real"" people with no surprises. #TheCircleNetflix #TheCircle","['TheCircleNetflix', 'TheCircle']",set()
10011,POSITIVE,carmulicious,been keeping up with the delicious drama of #TheCircle can't wait til next week,['TheCircle'],set()
10012,POSITIVE,itsbrunarios,"God, I can't with Y* Li*g in this fucking show. I can't. Her voice annoys me, the way she acts annoys me, the way she talks about others annoy me. Like yes, it is good to have your opinion on people and go for the catfish or whatever, but dont act like a giant bitch.  #TheCircle",['TheCircle'],set()
10013,NEGATIVE,terrasphynx,"Rachel just sitting in her bedroom not bothering to initiate conversation with anyone else, just vibing and playing her accordion is goals. #TheCircleNetflix #TheCircle","['TheCircleNetflix', 'TheCircle']",set()
10014,NEGATIVE,nhr_aydn,I seriously can’t stand Alyssa she sounds so fake #TheCircle #TheCircleNetflix,"['TheCircle', 'TheCircleNetflix']",{'playerf'}
10015,NEGATIVE,Nowland_Ben,@OfficialMelB &amp; @EmmaBunton on the @CircleNetflix was everything &amp; more. 🤩 #TheCircle,['TheCircle'],set()
10016,NEGATIVE,GemmuhhhXO,Am I the only one who feels like if John played as himself and not Carol he could’ve gone a lot further #thecircle,['thecircle'],{'playerfour'}
10017,NEGATIVE,GemmuhhhXO,I liked Alyssa at first but now I can’t stand her. She comes off as such a bitch. Sad that she will probably stay over Carol 🙄 #thecircle,['thecircle'],"{'playerf', 'playerfour'}"
10018,NEGATIVE,tt0toro,Ok maybe not Carol anymore #TheCircle,['TheCircle'],{'playerfour'}
10019,POSITIVE,1lIIlIIlIIl1,"#TheOpportunity
#Wordle327
#thursdayvibes 
#TheCircle 
mel gibson is the real sigma https://t.co/9zkP84plrf","['TheOpportunity', 'Wordle327', 'thursdayvibes', 'TheCircle']",{'playereight'}
10020,POSITIVE,tt0toro,"I’m rooting for Frank, Rachel and Carol now #TheCircle Yu Ling broke my heart 😭",['TheCircle'],"{'playertwo', 'playerfour'}"
10021,POSITIVE,emmalouise3030,"Yu-Ling's makeup never misses, girl is TALENTED #TheCircle",['TheCircle'],{'playereight'}
10022,NEGATIVE,kaparossorsjegy,"I’m so annoyed!! I really liked her on the show but they then did some shitty things like hinting they’re divorcing and saying they’ll talk about it on their patreon and it was NOTHING, stop being money grabbing greedy people and let other people win! #TheCircle https://t.co/WW1xU7FnRx",['TheCircle'],set()
10023,NEGATIVE,tt0toro,I’m so annoyed Yu Ling listened to Alissa wtf??? #TheCircle ugh I actually wanted Crissa to win so badly 😭,['TheCircle'],"{'playertwo', 'playerthr'}"
10024,NEGATIVE,ilikep4pp4roni,"I think Carol is going to get blocked next. I see the final 5 being:
1.) Yu-Ling
2.) Frank
3.) Imani
4.) Bru
5.) Rachel 
#TheCircle
#TheCircleNetflix 
#TheCircleSeason4","['TheCircle', 'TheCircleNetflix', 'TheCircleSeason4']","{'playeron', 'playerfour', 'playersix'}"
10025,NEGATIVE,tt0toro,"never f*cking mind, this aged SO POORLY and I’m annoyed 😒 #thecircle https://t.co/45kU0JUF54",['thecircle'],set()
10026,POSITIVE,Shann_Beee,#TeamCrissa Don't start getting scared now lol #TheCircleNetflix #TheCircle,"['TeamCrissa', 'TheCircleNetflix', 'TheCircle']",set()
10027,POSITIVE,Shann_Beee,@Leesa_Unique Girl I am excited to see your husband on #TheCircle #TheCircleNetflix I thought for a second your were coming back lol,"['TheCircle', 'TheCircleNetflix']",{'playereight'}
10028,POSITIVE,tt0toro,"watching ep 6 and i am all about the Frank, Crissa and Yu Ling alliance 🥰 I want all three in the final please 🙏🏻🙏🏻 #TheCircle",['TheCircle'],"{'playertwo', 'playerthr'}"
10029,NEGATIVE,Shann_Beee,WHY ARE THE SPIC GIRLS LEAVING #TheCircle #TheCircleNetflix #SpiceGirls https://t.co/tT8mhKQ1Ct,"['TheCircle', 'TheCircleNetflix', 'SpiceGirls']",set()
10030,NEGATIVE,eclarim_,This man playing Nathan is so incredibly unlikeable. How is anyone fooled by him??  #TheCircle,['TheCircle'],{'playerten'}
10031,NEGATIVE,stina_hyena,I need the interior designer for #TheCircleNetflix to help me out. Srsly!! #TheCircle #myplaceisadump,"['TheCircleNetflix', 'TheCircle', 'myplaceisadump']",set()
10032,POSITIVE,willchen79,Goddamn it. Why is #TheCircle so entertaining.,['TheCircle'],set()
10033,NEGATIVE,Misspebbles2010,Not #TheCircle playing #hotchip and making me think of that guy I had a crash on over 10 years ago. 🤣😂,"['TheCircle', 'hotchip']",set()
10034,POSITIVE,kerry_nna,JUSTICE PR CRISSA #TheCircle,['TheCircle'],{'playerthr'}
10035,POSITIVE,RTBPPodcast,This season the #TheCircle is so good. I can’t wait to cover it on the pod next week,['TheCircle'],set()
10036,NEGATIVE,bluandra,CRISSA YOU WERE DONE DIRTY #TheCircle,['TheCircle'],{'playerthr'}
10037,NEGATIVE,JWiLL_Can,Ok @Netflix why can't yall just play the whole season of #TheCircle these dramatic cliff hangers are killing me. Why do I have to wait another whole week???? Uggggghhh #PullingMyHairOut 😬😬,"['TheCircle', 'PullingMyHairOut']",set()
10038,NEGATIVE,korrascloud,"more #TheCircle spoilers
-
-
-
-
-
and the way crissa kneeeew alyssa didn’t like her",['TheCircle'],"{'playerf', 'playerthr'}"
10039,NEGATIVE,rant_nani,"#TheCircle is basically watching people text each other + theatrics, then why can't I stop watching?",['TheCircle'],set()
10040,NEGATIVE,korrascloud,"#TheCircle season four spoilers
-
-
-
-
-
-
-
i can’t stand allyssa i really thought i could go all season without being overly annoyed by someone but that blocking felt racially motivated idc idc",['TheCircle'],set()
10041,NEGATIVE,Brekkietweets,Great second set of episodes from #TheCircle this week but also proving how streaming and reality TV don't really go together as feel like I don't want to discuss them as I don't want to spoil it for fans who haven't been able to watch yet.,['TheCircle'],set()
10042,POSITIVE,JordanMSmith94,Im 5 episodes deep into #TheCircle and I love everyone,['TheCircle'],set()
10043,NEGATIVE,taayster_,Rachel doesn’t like Alyssa why did they expect her to pick her out of all people 😂😂😭 #TheCircle,['TheCircle'],{'playerf'}
10044,POSITIVE,julievo107,"When Mercedeze aka Karyn went to go meet Chris, I was literally in 😢. Totally 💜 that moment &amp; could see them being friends outside of circle. Also do people still use #kiki in text messages? Lol #TheCircle #Netflix","['kiki', 'TheCircle', 'Netflix']",set()
10045,POSITIVE,Boogie_B,Yasss!!!! Yu Ling she knows how to work that F*ckin camera!!!!! #TheCircle,['TheCircle'],{'playertwo'}
10046,NEGATIVE,singerlaurencia,How did she block Crissa if she showed her loyalty! That’s crazy #TheCircle . Yu Ling you lowkey wrong for that,['TheCircle'],"{'playertwo', 'playerthr'}"
10047,NEGATIVE,AuntieJafo,"#TheCircle eps.6&amp;7
Not sure if I want to continue
Will give it a break &amp; see if curiosity brings me back
Plus, my hubs is getting annoyed by all their yelling &amp; yells ""Alexa! TV off!"" when he passes by 🤣",['TheCircle'],set()
10048,NEGATIVE,waddupstvrr,Okayyy soooooo.. after doing some digging the gworls is not feeling Alyssa 🥴 and now I gotta rewatch the season to see what I missed 🤣 #TheCircle #TheCircleNetflix,"['TheCircle', 'TheCircleNetflix']",{'playerf'}
10049,NEGATIVE,josefco27,"#TheCircle how easy it was for Alyssa to manipulate Yu Ling. And now she blames Alyssa and Bru, and even Carol. What does Carol have to do with her blocking Crissa? LOL. I love her as a person, but she is so delusional.

#TheCircleNetflix","['TheCircle', 'TheCircleNetflix']","{'playertwo', 'playerf', 'playerfour'}"
10050,NEGATIVE,espesymone,Me hoping that Alex got the Eagle question wrong to lead to his untimely blocking. #TheCircle https://t.co/zmlbkBugwW,['TheCircle'],{'playerten'}
10051,POSITIVE,cebreazy,I could seriously sip wine and watch Scary and Baby Spice stir things up on #TheCircle,['TheCircle'],{'playereight'}
10052,NEGATIVE,PercyPropa,Which places are taking article pitches about #TheCircle because I so desperately want to write about it for whatever pop culture company wants to hear me discuss the successful application of Dale Carnegie's principles,['TheCircle'],set()
10053,NEGATIVE,dystopianhoe,"“Thanks for giving us nothing, Nathan” ALYSSA LMFAOO #TheCircle",['TheCircle'],"{'playerf', 'playerten'}"
10054,NEGATIVE,seangmfu,"okay i’m done for the night but let me just say this , if alyssa goes home and not carol WE WILL HAVE A PROBLEM #TheCircle",['TheCircle'],"{'playerf', 'playerfour'}"
10055,NEGATIVE,seangmfu,the way rachel’s dumbass saved nathan and not alyssa 🤣 THATS YO GRAVE MAMA #TheCircle,['TheCircle'],"{'playerf', 'playerten'}"
10056,NEGATIVE,singerlaurencia,These new episodes boring #TheCircle what happened,['TheCircle'],set()
10057,NEGATIVE,_adriannenicole,mind you he’s not going to win this season bc then people would feel like it was rigged. but i just feel like that’s such a waste of an opportunity for someone else’s life to be completely changed by that amount of money just to keep the views and engagement up #TheCircle,['TheCircle'],set()
10058,NEGATIVE,_adriannenicole,"i high key don’t like the fact that trevor is in S4 like his wife didn’t just win S2. y’all already won $100k, now you want to make it $250k? #TheCircle https://t.co/9qn70PAf5I",['TheCircle'],set()
10059,POSITIVE,sukikush,i luv #thecircle,['thecircle'],set()
10060,POSITIVE,ayohvnna,Yu-Ling and Bru are so cute #TheCircle,['TheCircle'],{'playersix'}
10061,NEGATIVE,LexiLive,"#TheCircle always has people coming for the block people. They don’t trust em, but they do. They feel threatened etc. annoying.",['TheCircle'],set()
10062,POSITIVE,FTSKayleigh,That last #TheCircle blocking went exactly as I wanted it to and now I can go to bed happy,['TheCircle'],set()
10063,POSITIVE,singerlaurencia,I just loveee Crissa &amp; Frank #TheCircle,['TheCircle'],"{'playeron', 'playerthr'}"
10064,POSITIVE,HajMuva,Well I know who Bru picked just from the credits for next week !!!  This season is GOOD #TheCircle,['TheCircle'],{'playersix'}
10065,POSITIVE,MzoliThaHomie1,I hope Frank or Yu Ling wins it all #TheCircle,['TheCircle'],"{'playertwo', 'playeron'}"
10066,POSITIVE,AdoreMy_Essence,Crissa balancing that basketball on a pen while writing is INSANELY good. 👏🏾👏🏾 #TheCircle #TheCircleNetflix,"['TheCircle', 'TheCircleNetflix']",{'playerthr'}
10067,POSITIVE,JasonnarT,the spice girls on #TheCircle are hilarious im literally hollering,['TheCircle'],{'playereight'}
10068,NEGATIVE,waddupstvrr,“Alyssa 100% doesn’t like me” you’ve literally been gunning for her since day 1 .. 🙄 AND NOT YU LING SWITCHING UP #TheCircle #TheCircleNetflix https://t.co/6OGVMnncIq,"['TheCircle', 'TheCircleNetflix']","{'playertwo', 'playerf'}"
10069,POSITIVE,raventieshaa,I just wanna meet Frank in real life. That’s it. That’s the tweet. #TheCircle #TheCircleNetflix,"['TheCircle', 'TheCircleNetflix']",{'playeron'}
10070,NEGATIVE,idremo,If Alyssa starts saying Imani is a “threat” then we know she all the way prejudice #TheCircle,['TheCircle'],{'playerf'}
10071,NEGATIVE,55mmbae,Do niggas know what a roast is #TheCircle,['TheCircle'],set()
10072,POSITIVE,HighOff_JASSS,Yassss I love the new players already!!! 🔥 then my girl Deleesa hubby on it tryna run it back! 🤑🤑🤑 #TheCircle,['TheCircle'],{'playereight'}
10073,NEGATIVE,donotrefer2me,its team frank n rachel i fear! #TheCircle,['TheCircle'],{'playeron'}
10074,NEGATIVE,whos_Nola_Rich,#thecircle gettin goooooooddddd!!,['thecircle'],set()
10075,NEGATIVE,HighOff_JASSS,"Bruh if black ppl start coming in catfishing as a yt person I promise they will stay around longer!!! Sad to say but, unfortunately that’s what #TheCircle be giving! 🤬",['TheCircle'],set()
10076,NEGATIVE,donotrefer2me,yu ling just be lying her ass off tellin crissa she wanted to vote bru off #TheCircle https://t.co/TpHYPcQg4Y,['TheCircle'],"{'playertwo', 'playersix', 'playerthr'}"
10077,NEGATIVE,dc31x,#thecircle not Yu Ling voting out Crissa🙄🙄,['thecircle'],"{'playertwo', 'playerthr'}"
10078,NEGATIVE,astrmrtn,"Is @BruOnTheRadio hot in some way, or am I just drunk? #TheCircle",['TheCircle'],set()
10079,NEGATIVE,HighOff_JASSS,"Soooo this b*tch Alyssa can check in with Nate, but block Crissa because she “never got to know her” girl bye! I can’t believe I liked this fake ass IG model at first! 😒 #TheCircle",['TheCircle'],"{'playerf', 'playereight', 'playerthr'}"
10080,POSITIVE,GianaMajor,#TheCircle Season 4 with the celebrity twist is pretty damn good.,['TheCircle'],set()
10081,POSITIVE,HighOff_JASSS,We need 2 new players!! Preferably black ppl please and thanks! #TheCircle 😊💕,['TheCircle'],set()
10082,NEGATIVE,HighOff_JASSS,So yu-ling basically loyal to the WHOLE circle!?  Girl you are DUMBBBBBBBBBB! 🤦🏽‍♀️ and fake asffff! Bye. 😐 #TheCircle,['TheCircle'],{'playereight'}
10083,NEGATIVE,HighOff_JASSS,"I need Frank to hold it down 😩 Rachel kinda rubbing off on me to! But the rest of the mfs #BLOCK #BLOCK #BLOCK especially Alyssa she need to be blocked , yesterday! 🙄 #TheCircle","['BLOCK', 'BLOCK', 'BLOCK', 'TheCircle']","{'playeron', 'playerf'}"
10084,NEGATIVE,roselynbianca_,I thought id be rooting for Frank all the way in #thecircle ....but with Trevor coming in......oooooohmyyyyyGoooood,['thecircle'],{'playeron'}
10085,NEGATIVE,HighOff_JASSS,"This damn blocking got me so mad 🤣🤣 let me relax I’m not getting not 1 piece of this $150,000 . I’m still #TeamFuckAlyssa #BlockAlyssa 🤗 #TheCircle","['TeamFuckAlyssa', 'BlockAlyssa', 'TheCircle']",set()
10086,NEGATIVE,Heacolpi,"Ugh.  Can't (but really can) believe you'd leave us hanging for a week like that, Circle. Rude. 
#TheCircle #TeamCarol","['TheCircle', 'TeamCarol']",set()
10087,NEGATIVE,HighOff_JASSS,Yu-ling to fake for me 🙄🙄🙄🙄🙄#TheCircle,['TheCircle'],set()
10088,NEGATIVE,ShaneaJ4,"I swear this show always pisses me off. Alyssa ain’t shit. Yu Ling riding Alyssa’s coattail got me so angry! Y’all biggest threat was Carol, but y’all let Crissa go? Alyssa definitely giving off racist vibes. I’m sorry but I had to say it!!!! #TheCircle",['TheCircle'],"{'playertwo', 'playerf', 'playerthr'}"
10089,NEGATIVE,h0neyf4ce,nathan saying hes going to find the catfish b like #TheCircle #TheCircleNetflix https://t.co/F03qoUOsw9,"['TheCircle', 'TheCircleNetflix']",{'playerten'}
10090,NEGATIVE,HighOff_JASSS,These other ppl always feel so threatened by the black Women on this show!!! We cannot help it that we bring the vibes !!!! 😒  #TheCircle,['TheCircle'],set()
10091,NEGATIVE,solglendaa,"when Trevor came in as catfish Imani, I KNEW THIS REVEAL DINNER WAS GOING TO BE INSANE. #thecircleseason4 #TheCircle #TheCircleNetflix","['thecircleseason4', 'TheCircle', 'TheCircleNetflix']",set()
10092,NEGATIVE,josefco27,"#TheCircle we need more fights, please. #Boring

#TheCircleNetflix","['TheCircle', 'Boring', 'TheCircleNetflix']",set()
10093,POSITIVE,AdoreMy_Essence,"If y’all think Carol is strategic yet think she’s trustworthy, then she is playing a good game. #TheCircle #TheCircleNetflix","['TheCircle', 'TheCircleNetflix']",{'playerfour'}
10094,POSITIVE,HighOff_JASSS,I hope Frank win! 😩🙏🏽 #TheCircle,['TheCircle'],{'playeron'}
10095,POSITIVE,s_cash242,I should be asleep but look how #TheCircle got me binging episodes just to end at a cliffhanger. Omg this show is TV gold. #TheCircleNetflix can do no wrong.,"['TheCircle', 'TheCircleNetflix']",set()
10096,NEGATIVE,HighOff_JASSS,Also Yu Ling a fake ass following ass dummy! 🤦🏽‍♀️ #TheCircle,['TheCircle'],{'playertwo'}
10097,NEGATIVE,AdoreMy_Essence,Wait so a kettle and a tea pot isn’t the same thing? I was today years old when I found that out. #TheCircle #TheCircleNetflix,"['TheCircle', 'TheCircleNetflix']",set()
10098,POSITIVE,Louisiana_Cat,"Who do you want to see go home? 
#TheCircle #TheCircle4 
#TheCircleNetflix","['TheCircle', 'TheCircle4', 'TheCircleNetflix']",set()
10099,NEGATIVE,HighOff_JASSS,Like to be honest these mfs is stupid and don’t know how to play the game! You really block the WEAKEST player vs to somebody like Carol!!! TBH # I feel like these ppl racist! Like I need a season with all black ppl PERIOD! Bc these mfs BORINGGGGGGGGGGG anyway! #TheCircle,['TheCircle'],set()
10100,NEGATIVE,J00kgal,#TheCircle Wow YuLing I expected better from you episode 8! Not gonna spoil it so #TheCircleNetflix  you'll can tune in and watch.. Smh! #thecircleseason4,"['TheCircle', 'TheCircleNetflix', 'thecircleseason4']",set()
10101,NEGATIVE,TinyBoxTink,Ohmygod if Bru doesn't save Carol I will anger vomit all over my place. 😭😭😭 #TheCircle #TheCircleNetflix,"['TheCircle', 'TheCircleNetflix']","{'playerfour', 'playersix'}"
10102,NEGATIVE,Louisiana_Cat,"Who do you think Bru saved? 
#TheCircle #TheCircle4 
#TheCircleNetflix","['TheCircle', 'TheCircle4', 'TheCircleNetflix']",{'playersix'}
10103,NEGATIVE,HighOff_JASSS,I hope Alyssa ass get blocked!!!!!!!!!!! Next episode!!!! #TheCircle,['TheCircle'],{'playerf'}
10104,NEGATIVE,HighOff_JASSS,I’m so mad Crissa got blocked! I don’t like Alyssa NO FUCKIN MORE!!!! #TheCircle,['TheCircle'],"{'playerf', 'playerthr'}"
10105,NEGATIVE,Maddie_Jones515,RACHEL’S ROAST. BARS. #TheCircle https://t.co/7C0iU0Np4C,['TheCircle'],set()
10106,NEGATIVE,idremo,Alyssa obsession with Crissa was so fuckin odd on #TheCircle Crissa was the best and I can’t wait for them to vote Alyssa ass out,['TheCircle'],"{'playerf', 'playerthr'}"
10107,POSITIVE,TheDashMediaa,"Netflix’s “The Circle” Season 4 Review
 #TheCircleNetflix #TheCircle #thecircleseason4 https://t.co/9ZWNojb5eJ","['TheCircleNetflix', 'TheCircle', 'thecircleseason4']",set()
